,STATE/UT,MURDER,RAPE,ROBBERY,RIOTS,StateLabel,Time
5020,UTTAR PRADESH,32,16,14,18,32,20
5021,UTTAR PRADESH,195,78,86,8,32,22
5022,UTTAR PRADESH,40,20,9,7,32,24
5023,UTTAR PRADESH,130,116,44,15,32,4
5024,UTTAR PRADESH,213,74,75,2,32,5
5025,UTTAR PRADESH,38,46,4,10,32,0
5026,UTTAR PRADESH,58,32,19,11,32,20
5027,UTTAR PRADESH,57,62,14,15,32,23
5028,UTTAR PRADESH,57,80,47,12,32,22
5029,UTTAR PRADESH,81,28,22,0,32,1
5030,UTTAR PRADESH,21,18,12,16,32,6
5031,UTTAR PRADESH,126,104,48,19,32,20
5032,UTTAR PRADESH,19,20,5,11,32,21
5033,UTTAR PRADESH,12,10,7,13,32,0
5034,UTTAR PRADESH,112,134,43,17,32,1
5035,UTTAR PRADESH,35,32,8,13,32,0
5036,UTTAR PRADESH,13,2,14,12,32,6
5037,UTTAR PRADESH,59,68,37,1,32,24
5038,UTTAR PRADESH,94,60,32,5,32,4
5039,UTTAR PRADESH,66,40,44,19,32,20
5040,UTTAR PRADESH,5000,3296,169,15,32,23
5041,UTTARAKHAND,19,12,10,11,33,0
5042,UTTARAKHAND,10,6,2,5,33,24
5043,UTTARAKHAND,15,20,1,19,33,0
5044,UTTARAKHAND,5,4,3,3,33,23
5045,UTTARAKHAND,37,58,25,18,33,21
5046,UTTARAKHAND,55,56,70,19,33,23
5047,UTTARAKHAND,26,12,13,8,33,22
5048,UTTARAKHAND,19,14,3,12,33,21
5049,UTTARAKHAND,9,18,8,11,33,0
5050,UTTARAKHAND,6,2,3,8,33,1
5051,UTTARAKHAND,11,4,9,18,33,4
5052,UTTARAKHAND,54,24,23,13,33,2
5053,UTTARAKHAND,2,4,3,14,33,21
5054,UTTARAKHAND,268,234,173,19,33,4
5055,WEST BENGAL,194,462,18,5,34,6
5056,WEST BENGAL,158,410,39,5,34,24
5057,WEST BENGAL,26,30,9,18,34,0
5058,WEST BENGAL,49,88,20,7,34,1
5059,WEST BENGAL,66,106,14,19,34,6
5060,WEST BENGAL,122,138,28,12,34,1
5061,WEST BENGAL,34,278,8,10,34,0
5062,WEST BENGAL,34,92,4,10,34,23
5063,WEST BENGAL,31,96,7,8,34,22
5064,WEST BENGAL,90,114,24,1,34,3
5065,WEST BENGAL,69,90,17,0,34,2
5066,WEST BENGAL,9,2,5,3,34,0
5067,WEST BENGAL,122,470,35,9,34,0
5068,WEST BENGAL,3,0,0,2,34,1
5069,WEST BENGAL,36,88,74,0,34,6
5070,WEST BENGAL,88,206,15,15,34,0
5071,WEST BENGAL,132,738,17,12,34,23
5072,WEST BENGAL,99,366,14,13,34,1
5073,WEST BENGAL,105,120,31,4,34,24
5074,WEST BENGAL,76,82,10,1,34,5
5075,WEST BENGAL,46,76,12,18,34,23
5076,WEST BENGAL,6,6,5,8,34,23
5077,WEST BENGAL,4,2,0,2,34,3
5078,WEST BENGAL,53,152,21,5,34,2
5079,WEST BENGAL,1652,4212,27,7,34,2
5080,A & N ISLANDS,15,6,9,17,0,20
5081,A & N ISLANDS,15,6,9,17,0,20
5082,CHANDIGARH,19,44,37,19,5,2
5083,CHANDIGARH,19,44,37,19,5,6
5084,D & N HAVELI,10,14,3,19,7,5
5085,D & N HAVELI,10,14,3,19,7,22
5086,DAMAN & DIU,12,2,1,6,8,20
5087,DAMAN & DIU,0,0,1,5,8,6
5088,DAMAN & DIU,12,2,2,11,8,6
5089,DELHI UT,27,44,28,4,9,1
5090,DELHI UT,495,1196,157,7,9,1
5091,DELHI UT,34,146,102,17,9,2
5092,DELHI UT,3,8,2,0,9,0
5093,DELHI UT,1,0,6,1,9,6
5094,DELHI UT,4,14,23,7,9,24
5095,DELHI UT,22,66,33,7,9,6
5096,DELHI UT,66,178,55,2,9,2
5097,DELHI UT,57,102,63,6,9,20
5098,DELHI UT,102,242,85,12,9,24
5099,DELHI UT,68,166,75,19,9,6
5100,DELHI UT,51,102,47,9,9,21
5101,DELHI UT,0,0,0,0,9,1
5102,DELHI UT,60,128,38,3,9,23
5103,LAKSHADWEEP,0,2,0,1,18,20
5104,LAKSHADWEEP,0,2,0,1,18,5
5105,PUDUCHERRY,4,6,0,9,26,20
5106,PUDUCHERRY,30,12,8,16,26,24
5107,PUDUCHERRY,34,18,8,5,26,1
5108,ANDHRA PRADESH,73,100,20,0,1,2
5109,ANDHRA PRADESH,154,74,20,11,1,6
5110,ANDHRA PRADESH,123,60,20,4,1,0
5111,ANDHRA PRADESH,114,54,12,3,1,1
5112,ANDHRA PRADESH,197,160,81,14,1,20
5113,ANDHRA PRADESH,82,96,19,8,1,23
5114,ANDHRA PRADESH,7,0,1,0,1,0
5115,ANDHRA PRADESH,159,96,25,4,1,0
5116,ANDHRA PRADESH,122,124,115,3,1,1
5117,ANDHRA PRADESH,134,168,15,13,1,0
5118,ANDHRA PRADESH,123,140,9,17,1,20
5119,ANDHRA PRADESH,53,76,11,13,1,3
5120,ANDHRA PRADESH,116,94,28,18,1,6
5121,ANDHRA PRADESH,188,144,36,5,1,6
5122,ANDHRA PRADESH,140,100,20,17,1,22
5123,ANDHRA PRADESH,121,180,31,15,1,1
5124,ANDHRA PRADESH,70,78,23,3,1,24
5125,ANDHRA PRADESH,153,62,31,7,1,0
5126,ANDHRA PRADESH,75,60,12,8,1,0
5127,ANDHRA PRADESH,91,74,8,19,1,24
5128,ANDHRA PRADESH,10,4,2,0,1,2
5129,ANDHRA PRADESH,25,64,4,8,1,0
5130,ANDHRA PRADESH,34,60,24,8,1,20
5131,ANDHRA PRADESH,1,0,3,1,1,1
5132,ANDHRA PRADESH,65,24,3,19,1,24
5133,ANDHRA PRADESH,32,58,28,14,1,2
5134,ANDHRA PRADESH,29,12,1,12,1,1
5135,ANDHRA PRADESH,121,118,3,13,1,23
5136,ANDHRA PRADESH,78,234,18,13,1,5
5137,ANDHRA PRADESH,2690,2514,223,10,1,23
5138,ARUNACHAL PRADESH,6,4,7,0,2,24
5139,ARUNACHAL PRADESH,1,6,1,0,2,21
5140,ARUNACHAL PRADESH,3,4,1,2,2,22
5141,ARUNACHAL PRADESH,4,10,4,1,2,6
5142,ARUNACHAL PRADESH,1,0,0,2,2,3
5143,ARUNACHAL PRADESH,11,6,6,1,2,5
5144,ARUNACHAL PRADESH,11,14,33,2,2,3
5145,ARUNACHAL PRADESH,9,10,7,0,2,23
5146,ARUNACHAL PRADESH,1,0,2,0,2,2
5147,ARUNACHAL PRADESH,6,26,1,1,2,3
5148,ARUNACHAL PRADESH,4,0,6,1,2,21
5149,ARUNACHAL PRADESH,4,4,4,7,2,24
5150,ARUNACHAL PRADESH,2,0,1,0,2,22
5151,ARUNACHAL PRADESH,7,0,6,1,2,22
5152,ARUNACHAL PRADESH,2,0,0,0,2,4
5153,ARUNACHAL PRADESH,72,84,79,18,2,1
5154,ASSAM,54,194,16,17,3,23
5155,ASSAM,67,46,7,3,3,4
5156,ASSAM,15,102,7,3,3,23
5157,ASSAM,0,0,0,0,3,4
5158,ASSAM,56,144,23,5,3,5
5159,ASSAM,24,50,4,5,3,0
5160,ASSAM,38,114,16,1,3,23
5161,ASSAM,21,176,23,2,3,23
5162,ASSAM,44,232,15,4,3,4
5163,ASSAM,99,92,31,1,3,5
5164,ASSAM,6,10,6,1,3,1
5165,ASSAM,36,132,9,7,3,0
5166,ASSAM,65,84,25,14,3,1
5167,ASSAM,50,118,77,14,3,0
5168,ASSAM,27,78,5,3,3,3
5169,ASSAM,51,88,15,16,3,1
5170,ASSAM,46,72,55,14,3,5
5171,ASSAM,55,32,9,15,3,5
5172,ASSAM,27,38,8,8,3,3
5173,ASSAM,53,110,8,18,3,1
5174,ASSAM,41,104,9,17,3,23
5175,ASSAM,20,150,12,4,3,5
5176,ASSAM,42,8,2,2,3,23
5177,ASSAM,83,224,74,11,3,22
5178,ASSAM,31,60,33,10,3,2
5179,ASSAM,3,10,0,3,3,5
5180,ASSAM,108,92,22,4,3,24
5181,ASSAM,94,112,20,7,3,24
5182,ASSAM,114,120,21,16,3,3
5183,ASSAM,56,84,16,15,3,1
5184,ASSAM,1426,2876,168,0,3,0
5185,BIHAR,50,74,51,14,4,1
5186,BIHAR,28,4,4,6,4,6
5187,BIHAR,92,60,24,5,4,1
5188,BIHAR,26,30,17,13,4,1
5189,BIHAR,70,98,24,8,4,2
5190,BIHAR,101,50,67,5,4,5
5191,BIHAR,64,56,18,1,4,4
5192,BIHAR,40,16,14,8,4,4
5193,BIHAR,90,70,34,19,4,3
5194,BIHAR,138,36,49,11,4,21
5195,BIHAR,52,22,24,3,4,2
5196,BIHAR,76,134,15,10,4,5
5197,BIHAR,136,104,63,4,4,20
5198,BIHAR,74,46,41,1,4,23
5199,BIHAR,10,2,3,7,4,6
5200,BIHAR,56,34,21,3,4,22
5201,BIHAR,35,12,18,7,4,22
5202,BIHAR,63,240,23,6,4,6
5203,BIHAR,6,4,9,1,4,21
5204,BIHAR,55,32,17,1,4,22
5205,BIHAR,32,60,17,5,4,22
5206,BIHAR,41,70,23,12,4,20
5207,BIHAR,34,32,33,19,4,23
5208,BIHAR,62,48,26,5,4,23
5209,BIHAR,120,68,50,3,4,1
5210,BIHAR,85,40,43,9,4,21
5211,BIHAR,138,56,50,16,4,22
5212,BIHAR,16,4,12,9,4,24
5213,BIHAR,120,46,23,10,4,24
5214,BIHAR,33,16,4,6,4,1
5215,BIHAR,76,56,24,8,4,5
5216,BIHAR,341,114,312,8,4,23
5217,BIHAR,24,0,12,18,4,22
5218,BIHAR,81,370,30,7,4,23
5219,BIHAR,112,42,49,14,4,20
5220,BIHAR,30,44,70,7,4,4
5221,BIHAR,81,64,28,13,4,1
5222,BIHAR,119,68,60,6,4,21
5223,BIHAR,22,18,7,1,4,5
5224,BIHAR,9,14,9,10,4,23
5225,BIHAR,72,24,36,19,4,5
5226,BIHAR,74,48,72,5,4,24
5227,BIHAR,49,106,31,15,4,1
5228,BIHAR,106,72,35,1,4,5
5229,BIHAR,3139,2604,392,19,4,4
5230,CHHATTISGARH,49,82,20,12,6,0
5231,CHHATTISGARH,112,142,55,11,6,1
5232,CHHATTISGARH,95,10,6,18,6,0
5233,CHHATTISGARH,69,20,1,8,6,2
5234,CHHATTISGARH,23,52,11,14,6,22
5235,CHHATTISGARH,83,218,61,14,6,22
5236,CHHATTISGARH,5,4,4,1,6,24
5237,CHHATTISGARH,73,136,13,15,6,20
5238,CHHATTISGARH,36,94,34,0,6,6
5239,CHHATTISGARH,65,142,24,7,6,23
5240,CHHATTISGARH,11,58,13,10,6,1
5241,CHHATTISGARH,54,30,13,6,6,0
5242,CHHATTISGARH,38,62,36,19,6,22
5243,CHHATTISGARH,48,108,13,8,6,5
5244,CHHATTISGARH,19,48,5,0,6,1
5245,CHHATTISGARH,18,2,0,1,6,20
5246,CHHATTISGARH,89,60,28,9,6,22
5247,CHHATTISGARH,112,256,85,3,6,3
5248,CHHATTISGARH,47,120,23,2,6,5
5249,CHHATTISGARH,65,156,30,4,6,6
5250,CHHATTISGARH,58,156,25,2,6,23
5251,CHHATTISGARH,1169,1956,100,4,6,1
5252,GOA,26,30,8,3,10,2
5253,GOA,23,30,15,19,10,3
5254,GOA,49,60,23,2,10,1
5255,GUJARAT,85,88,138,8,11,6
5256,GUJARAT,36,6,37,1,11,0
5257,GUJARAT,7,6,0,2,11,0
5258,GUJARAT,22,16,6,14,11,23
5259,GUJARAT,40,22,16,19,11,6
5260,GUJARAT,36,26,22,11,11,21
5261,GUJARAT,35,18,52,14,11,2
5262,GUJARAT,44,26,55,1,11,1
5263,GUJARAT,32,16,34,2,11,2
5264,GUJARAT,38,32,19,4,11,6
5265,GUJARAT,34,34,22,19,11,22
5266,GUJARAT,33,10,49,19,11,4
5267,GUJARAT,36,16,13,19,11,4
5268,GUJARAT,40,32,34,13,11,21
5269,GUJARAT,29,18,33,4,11,2
5270,GUJARAT,11,14,1,7,11,23
5271,GUJARAT,25,4,5,10,11,0
5272,GUJARAT,42,74,31,7,11,23
5273,GUJARAT,40,16,13,9,11,4
5274,GUJARAT,14,38,18,14,11,23
5275,GUJARAT,7,6,6,10,11,3
5276,GUJARAT,37,24,68,0,11,24
5277,GUJARAT,45,48,26,2,11,24
5278,GUJARAT,97,56,146,5,11,6
5279,GUJARAT,43,6,9,10,11,0
5280,GUJARAT,35,42,12,4,11,24
5281,GUJARAT,21,6,3,8,11,24
5282,GUJARAT,20,14,23,3,11,3
5283,GUJARAT,79,22,10,11,11,20
5284,GUJARAT,33,8,8,16,11,3
5285,GUJARAT,10,4,13,3,11,1
5286,GUJARAT,1106,748,122,9,11,20
5287,HARYANA,31,70,15,1,12,0
5288,HARYANA,56,66,25,18,12,21
5289,HARYANA,59,92,32,5,12,6
5290,HARYANA,20,24,5,3,12,1
5291,HARYANA,27,2,22,11,12,2
5292,HARYANA,80,70,111,17,12,3
5293,HARYANA,52,46,23,12,12,2
5294,HARYANA,62,44,18,18,12,5
5295,HARYANA,39,76,18,3,12,22
5296,HARYANA,22,28,6,0,12,1
5297,HARYANA,39,100,23,8,12,22
5298,HARYANA,20,82,23,0,12,22
5299,HARYANA,31,42,4,12,12,2
5300,HARYANA,19,58,11,16,12,21
5301,HARYANA,34,58,22,15,12,24
5302,HARYANA,17,30,14,3,12,20
5303,HARYANA,46,60,27,3,12,24
5304,HARYANA,27,46,29,7,12,0
5305,HARYANA,67,78,30,15,12,4
5306,HARYANA,48,62,8,6,12,6
5307,HARYANA,84,72,69,11,12,6
5308,HARYANA,41,56,20,0,12,24
5309,HARYANA,921,1262,155,4,12,0
5310,HIMACHAL PRADESH,5,20,2,18,13,22
5311,HIMACHAL PRADESH,10,20,1,1,13,24
5312,HIMACHAL PRADESH,0,0,0,0,13,24
5313,HIMACHAL PRADESH,6,16,0,3,13,0
5314,HIMACHAL PRADESH,19,38,4,18,13,21
5315,HIMACHAL PRADESH,1,8,1,11,13,0
5316,HIMACHAL PRADESH,15,32,2,14,13,1
5317,HIMACHAL PRADESH,1,2,0,1,13,20
5318,HIMACHAL PRADESH,19,64,3,8,13,0
5319,HIMACHAL PRADESH,15,44,3,8,13,1
5320,HIMACHAL PRADESH,7,20,0,4,13,2
5321,HIMACHAL PRADESH,16,28,4,10,13,22
5322,HIMACHAL PRADESH,15,22,0,11,13,5
5323,HIMACHAL PRADESH,129,314,20,7,13,21
5324,JAMMU & KASHMIR,10,26,7,8,14,4
5325,JAMMU & KASHMIR,2,8,1,10,14,1
5326,JAMMU & KASHMIR,3,2,3,17,14,2
5327,JAMMU & KASHMIR,18,26,4,1,14,23
5328,JAMMU & KASHMIR,3,16,4,10,14,21
5329,JAMMU & KASHMIR,2,0,0,0,14,23
5330,JAMMU & KASHMIR,2,0,0,0,14,2
5331,JAMMU & KASHMIR,20,40,0,7,14,5
5332,JAMMU & KASHMIR,5,4,2,15,14,1
5333,JAMMU & KASHMIR,6,12,0,16,14,0
5334,JAMMU & KASHMIR,31,52,3,10,14,3
5335,JAMMU & KASHMIR,0,2,0,8,14,4
5336,JAMMU & KASHMIR,14,30,0,7,14,21
5337,JAMMU & KASHMIR,10,8,0,0,14,23
5338,JAMMU & KASHMIR,6,10,7,8,14,22
5339,JAMMU & KASHMIR,12,10,1,14,14,4
5340,JAMMU & KASHMIR,2,12,1,1,14,23
5341,JAMMU & KASHMIR,13,32,3,12,14,6
5342,JAMMU & KASHMIR,7,4,11,17,14,0
5343,JAMMU & KASHMIR,0,0,0,0,14,0
5344,JAMMU & KASHMIR,8,42,3,4,14,22
5345,JAMMU & KASHMIR,11,18,0,13,14,20
5346,JAMMU & KASHMIR,16,10,1,5,14,2
5347,JAMMU & KASHMIR,6,4,1,18,14,4
5348,JAMMU & KASHMIR,7,12,5,11,14,2
5349,JAMMU & KASHMIR,13,32,9,15,14,23
5350,JAMMU & KASHMIR,10,26,1,15,14,2
5351,JAMMU & KASHMIR,237,438,67,2,14,20
5352,JHARKHAND,76,80,27,2,15,20
5353,JHARKHAND,127,84,16,11,15,6
5354,JHARKHAND,42,22,27,1,15,24
5355,JHARKHAND,46,66,22,8,15,24
5356,JHARKHAND,72,94,59,4,15,3
5357,JHARKHAND,13,0,12,5,15,0
5358,JHARKHAND,77,120,17,9,15,22
5359,JHARKHAND,48,42,30,19,15,3
5360,JHARKHAND,63,96,45,18,15,4
5361,JHARKHAND,61,52,16,4,15,3
5362,JHARKHAND,158,76,62,18,15,2
5363,JHARKHAND,80,114,55,3,15,21
5364,JHARKHAND,102,82,59,4,15,23
5365,JHARKHAND,6,0,6,1,15,20
5366,JHARKHAND,25,40,4,11,15,22
5367,JHARKHAND,63,16,16,15,15,1
5368,JHARKHAND,23,32,9,3,15,0
5369,JHARKHAND,31,22,19,18,15,6
5370,JHARKHAND,22,32,19,9,15,3
5371,JHARKHAND,31,106,7,16,15,1
5372,JHARKHAND,102,60,41,3,15,20
5373,JHARKHAND,44,22,29,10,15,20
5374,JHARKHAND,209,124,112,18,15,0
5375,JHARKHAND,42,122,9,17,15,20
5376,JHARKHAND,59,26,24,11,15,5
5377,JHARKHAND,75,52,19,18,15,20
5378,JHARKHAND,1697,1582,361,16,15,2
5379,KARNATAKA,43,4,8,15,16,0
5380,KARNATAKA,253,108,302,8,16,23
5381,KARNATAKA,102,28,49,9,16,0
5382,KARNATAKA,124,60,53,0,16,5
5383,KARNATAKA,46,22,24,9,16,2
5384,KARNATAKA,28,14,24,15,16,6
5385,KARNATAKA,83,38,19,13,16,0
5386,KARNATAKA,39,14,13,12,16,6
5387,KARNATAKA,36,8,10,5,16,20
5388,KARNATAKA,39,34,26,11,16,23
5389,KARNATAKA,42,36,29,6,16,22
5390,KARNATAKA,29,20,38,6,16,5
5391,KARNATAKA,26,20,16,13,16,0
5392,KARNATAKA,21,6,78,10,16,6
5393,KARNATAKA,22,2,7,12,16,22
5394,KARNATAKA,23,20,6,8,16,4
5395,KARNATAKA,104,50,74,9,16,5
5396,KARNATAKA,72,34,35,12,16,3
5397,KARNATAKA,31,10,9,18,16,24
5398,KARNATAKA,13,10,10,10,16,6
5399,KARNATAKA,22,40,9,0,16,23
5400,KARNATAKA,37,28,14,12,16,20
5401,KARNATAKA,22,12,11,1,16,4
5402,KARNATAKA,50,36,18,10,16,3
5403,KARNATAKA,26,46,92,8,16,23
5404,KARNATAKA,54,26,14,17,16,0
5405,KARNATAKA,53,38,20,7,16,1
5406,KARNATAKA,13,0,28,13,16,6
5407,KARNATAKA,92,34,41,7,16,20
5408,KARNATAKA,45,28,65,11,16,22
5409,KARNATAKA,69,24,41,5,16,3
5410,KARNATAKA,21,22,19,4,16,23
5411,KARNATAKA,18,20,13,17,16,21
5412,KARNATAKA,1698,892,15,13,16,21
5413,KERALA,8,32,59,10,17,21
5414,KERALA,9,24,31,1,17,21
5415,KERALA,36,70,74,8,17,22
5416,KERALA,15,56,16,2,17,23
5417,KERALA,26,66,73,12,17,0
5418,KERALA,19,56,21,2,17,6
5419,KERALA,26,122,49,14,17,23
5420,KERALA,26,62,75,19,17,6
5421,KERALA,6,30,100,10,17,4
5422,KERALA,15,78,24,4,17,1
5423,KERALA,29,102,47,18,17,22
5424,KERALA,34,84,39,6,17,20
5425,KERALA,17,64,24,18,17,6
5426,KERALA,1,2,1,1,17,21
5427,KERALA,38,92,61,8,17,6
5428,KERALA,10,40,57,6,17,21
5429,KERALA,35,86,52,18,17,22
5430,KERALA,12,70,13,0,17,22
5431,KERALA,362,1136,16,17,17,23
5432,MADHYA PRADESH,59,82,3,1,19,5
5433,MADHYA PRADESH,32,84,14,13,19,24
5434,MADHYA PRADESH,18,94,8,11,19,1
5435,MADHYA PRADESH,56,122,18,6,19,2
5436,MADHYA PRADESH,32,78,11,5,19,24
5437,MADHYA PRADESH,57,242,29,14,19,23
5438,MADHYA PRADESH,54,54,93,7,19,24
5439,MADHYA PRADESH,60,226,227,13,19,3
5440,MADHYA PRADESH,2,4,7,8,19,3
5441,MADHYA PRADESH,19,28,6,19,19,21
5442,MADHYA PRADESH,52,114,59,15,19,0
5443,MADHYA PRADESH,76,240,10,10,19,24
5444,MADHYA PRADESH,58,92,25,13,19,21
5445,MADHYA PRADESH,44,50,53,9,19,21
5446,MADHYA PRADESH,45,146,29,16,19,2
5447,MADHYA PRADESH,80,200,28,10,19,21
5448,MADHYA PRADESH,19,40,4,5,19,24
5449,MADHYA PRADESH,53,144,16,10,19,22
5450,MADHYA PRADESH,98,84,161,1,19,20
5451,MADHYA PRADESH,20,36,13,16,19,6
5452,MADHYA PRADESH,52,128,32,1,19,23
5453,MADHYA PRADESH,125,244,354,3,19,5
5454,MADHYA PRADESH,3,6,8,2,19,6
5455,MADHYA PRADESH,69,254,148,3,19,6
5456,MADHYA PRADESH,4,2,5,2,19,23
5457,MADHYA PRADESH,19,62,16,2,19,6
5458,MADHYA PRADESH,33,96,14,10,19,6
5459,MADHYA PRADESH,36,104,18,13,19,3
5460,MADHYA PRADESH,49,130,23,17,19,5
5461,MADHYA PRADESH,34,94,4,4,19,3
5462,MADHYA PRADESH,45,80,36,14,19,3
5463,MADHYA PRADESH,59,52,74,15,19,2
5464,MADHYA PRADESH,48,122,26,2,19,5
5465,MADHYA PRADESH,24,38,9,13,19,21
5466,MADHYA PRADESH,34,56,14,3,19,20
5467,MADHYA PRADESH,42,134,17,14,19,20
5468,MADHYA PRADESH,38,166,19,18,19,21
5469,MADHYA PRADESH,43,126,29,2,19,24
5470,MADHYA PRADESH,52,164,56,5,19,1
5471,MADHYA PRADESH,83,238,61,1,19,6
5472,MADHYA PRADESH,62,204,64,0,19,21
5473,MADHYA PRADESH,41,122,7,12,19,23
5474,MADHYA PRADESH,31,94,36,17,19,24
5475,MADHYA PRADESH,27,114,44,19,19,2
5476,MADHYA PRADESH,9,26,17,18,19,23
5477,MADHYA PRADESH,74,128,46,18,19,21
5478,MADHYA PRADESH,30,74,20,11,19,3
5479,MADHYA PRADESH,28,114,18,1,19,0
5480,MADHYA PRADESH,26,80,5,5,19,3
5481,MADHYA PRADESH,46,70,30,15,19,0
5482,MADHYA PRADESH,60,156,147,18,19,5
5483,MADHYA PRADESH,22,50,4,14,19,23
5484,MADHYA PRADESH,40,186,19,14,19,1
5485,MADHYA PRADESH,2322,5874,234,8,19,21
5486,MAHARASHTRA,134,98,117,13,20,4
5487,MAHARASHTRA,54,52,54,17,20,6
5488,MAHARASHTRA,18,44,35,9,20,21
5489,MAHARASHTRA,75,94,33,19,20,22
5490,MAHARASHTRA,39,42,71,1,20,23
5491,MAHARASHTRA,56,42,50,5,20,23
5492,MAHARASHTRA,61,52,85,5,20,0
5493,MAHARASHTRA,28,52,19,7,20,2
5494,MAHARASHTRA,54,72,44,2,20,21
5495,MAHARASHTRA,51,74,37,5,20,2
5496,MAHARASHTRA,54,20,19,6,20,5
5497,MAHARASHTRA,56,44,11,3,20,1
5498,MAHARASHTRA,35,76,18,1,20,2
5499,MAHARASHTRA,43,34,34,3,20,24
5500,MAHARASHTRA,83,84,47,4,20,22
5501,MAHARASHTRA,58,32,56,16,20,1
5502,MAHARASHTRA,59,68,47,2,20,20
5503,MAHARASHTRA,74,44,46,1,20,5
5504,MAHARASHTRA,210,436,328,17,20,2
5505,MAHARASHTRA,8,8,36,4,20,24
5506,MAHARASHTRA,100,106,321,18,20,22
5507,MAHARASHTRA,5,2,17,19,20,0
5508,MAHARASHTRA,77,74,37,18,20,21
5509,MAHARASHTRA,88,46,64,11,20,3
5510,MAHARASHTRA,30,22,21,11,20,1
5511,MAHARASHTRA,43,28,78,6,20,4
5512,MAHARASHTRA,90,72,36,14,20,20
5513,MAHARASHTRA,61,24,118,14,20,22
5514,MAHARASHTRA,53,44,28,11,20,21
5515,MAHARASHTRA,49,24,71,1,20,20
5516,MAHARASHTRA,137,184,379,10,20,1
5517,MAHARASHTRA,2,2,10,7,20,5
5518,MAHARASHTRA,146,132,89,17,20,3
5519,MAHARASHTRA,43,34,14,3,20,4
5520,MAHARASHTRA,18,52,10,11,20,23
5521,MAHARASHTRA,46,84,25,16,20,1
5522,MAHARASHTRA,60,60,73,12,20,20
5523,MAHARASHTRA,6,16,4,16,20,21
5524,MAHARASHTRA,17,48,32,17,20,22
5525,MAHARASHTRA,88,126,82,3,20,1
5526,MAHARASHTRA,99,148,132,1,20,24
5527,MAHARASHTRA,147,142,70,10,20,20
5528,MAHARASHTRA,36,52,42,18,20,24
5529,MAHARASHTRA,30,40,36,17,20,4
5530,MAHARASHTRA,74,86,55,7,20,5
5531,MAHARASHTRA,2795,3116,231,8,20,0
5532,MANIPUR,16,6,0,6,21,21
5533,MANIPUR,13,0,0,0,21,1
5534,MANIPUR,18,4,0,0,21,4
5535,MANIPUR,0,0,0,0,21,22
5536,MANIPUR,30,18,1,4,21,2
5537,MANIPUR,42,24,0,18,21,6
5538,MANIPUR,14,4,3,6,21,4
5539,MANIPUR,3,0,0,1,21,5
5540,MANIPUR,46,18,3,11,21,22
5541,MANIPUR,5,2,0,2,21,23
5542,MANIPUR,187,76,7,8,21,23
5543,MEGHALAYA,10,2,3,2,22,5
5544,MEGHALAYA,4,4,1,0,22,3
5545,MEGHALAYA,16,20,14,5,22,6
5546,MEGHALAYA,38,36,11,0,22,20
5547,MEGHALAYA,30,68,29,0,22,4
5548,MEGHALAYA,13,32,3,1,22,4
5549,MEGHALAYA,15,14,4,0,22,23
5550,MEGHALAYA,126,176,65,8,22,6
5551,MIZORAM,12,78,3,1,23,6
5552,MIZORAM,4,14,0,0,23,22
5553,MIZORAM,2,18,1,0,23,22
5554,MIZORAM,3,16,0,0,23,2
5555,MIZORAM,8,16,2,0,23,24
5556,MIZORAM,1,4,0,0,23,23
5557,MIZORAM,2,0,0,0,23,1
5558,MIZORAM,3,8,0,0,23,1
5559,MIZORAM,35,154,6,1,23,1
5560,NAGALAND,64,12,66,0,24,20
5561,NAGALAND,4,0,0,0,24,6
5562,NAGALAND,27,12,11,0,24,3
5563,NAGALAND,0,0,1,0,24,4
5564,NAGALAND,15,2,2,2,24,1
5565,NAGALAND,12,2,2,0,24,2
5566,NAGALAND,4,2,1,0,24,23
5567,NAGALAND,9,4,0,0,24,4
5568,NAGALAND,3,2,2,0,24,24
5569,NAGALAND,5,0,1,2,24,3
5570,NAGALAND,0,2,1,0,24,21
5571,NAGALAND,143,38,87,4,24,22
5572,ODISHA,53,94,62,9,25,20
5573,ODISHA,31,100,37,14,25,2
5574,ODISHA,35,58,29,0,25,24
5575,ODISHA,12,46,29,5,25,21
5576,ODISHA,34,116,23,16,25,0
5577,ODISHA,30,68,33,18,25,20
5578,ODISHA,10,10,2,1,25,21
5579,ODISHA,26,70,44,17,25,22
5580,ODISHA,51,72,106,8,25,5
5581,ODISHA,14,36,66,7,25,20
5582,ODISHA,16,26,10,6,25,2
5583,ODISHA,50,52,47,11,25,3
5584,ODISHA,14,16,3,18,25,6
5585,ODISHA,68,96,61,13,25,20
5586,ODISHA,24,50,29,13,25,6
5587,ODISHA,74,72,47,15,25,6
5588,ODISHA,27,24,44,19,25,0
5589,ODISHA,24,76,29,15,25,5
5590,ODISHA,27,92,16,19,25,4
5591,ODISHA,53,60,41,19,25,20
5592,ODISHA,91,132,87,12,25,6
5593,ODISHA,19,50,35,6,25,21
5594,ODISHA,51,94,35,18,25,5
5595,ODISHA,46,24,5,0,25,3
5596,ODISHA,83,180,32,4,25,23
5597,ODISHA,33,68,27,15,25,2
5598,ODISHA,26,52,10,13,25,6
5599,ODISHA,11,28,7,10,25,0
5600,ODISHA,25,74,125,3,25,22
5601,ODISHA,24,38,11,18,25,5
5602,ODISHA,54,76,65,18,25,21
5603,ODISHA,49,66,72,15,25,5
5604,ODISHA,7,30,5,3,25,0
